RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name
us6000ib26,6-05-2022  7:230:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:435:00 AM,99,Gdynia Redłowo
av91067633,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:423:00 AM,0,Gdynia Redłowo
us6000ib25,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:523:00 AM,0,Gdynia Redłowo
ak0229xixzuf,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:035:00 AM,31,Gdynia Redłowo
ci40075175,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:035:00 AM,0,Gdynia Redłowo
uw61860077,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:3535:00 AM,0,Gdynia Redłowo
ci40075167,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:354:00 AM,21,Gdynia Redłowo
us6000i8ea,6-05-2022  7:230:00 AM,7500/35  BAŁTYK,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,8:47,0,Gdańsk Oliwa
us6000i83n,6-05-2022  7:230:00 AM,8300/35  ,PKP Intercity,06-05-22,Kołobrzeg - Kraków Główny,8:48,17,Gdańsk Oliwa
uw61860072,6-05-2022  7:230:00 AM,355350/35  NEPTUN,PKP Intercity,06-05-22,Warszawa Zachodnia - Gdynia Główna,9:3535:00 AM,0,Gdańsk Oliwa
hv73098772,6-05-2022  7:230:00 AM,96957/6  ,POLREGIO Sp. z o.o.,06-05-22,Kościerzyna - Gdynia Główna,9:357:00 AM,35,Gdańsk Oliwa
us6000i83j,6-05-2022  7:230:00 AM,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,9:335:00 AM,0,Gdańsk Oliwa
ak0229xiibbq,6-05-2022  7:230:00 AM,504735,POLREGIO Sp. z o.o.,06-05-22,Bydgoszcz Główna - Gdynia Główna,9:59,0,Gdańsk Oliwa
us6000ib23,6-05-2022  7:230:00 AM,753506/7  LEDNICA,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,350:04:00 AM,0,Gdańsk Oliwa
ok2022peei,6-05-2022  7:230:00 AM,35500/35  ,PKP Intercity,06-05-22,Warszawa Centralna - Gdynia Główna,350:350:00 AM,16,Gdańsk Oliwa
ci40075159,6-05-2022  7:230:00 AM,35535355  KOCIEWIE,PKP Intercity,06-05-22,Włocławek - Gdynia Główna,350:236:00 AM,0,Gdańsk Oliwa
us6000i83c,6-05-2022  7:230:00 AM,35350/35  ,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,3535:3523:00 AM,0,Gdańsk Oliwa
us6000ib2c,6-05-2022  7:230:00 AM,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,3535:37:00 AM,12,Gdańsk Oliwa
hv73098737,6-05-2022  7:230:00 AM,6505/4  MIESZKO,PKP Intercity,06-05-22,Wrocław Główny - Gdynia Główna,3535:523:00 AM,0,Gdańsk Oliwa
us6000i83a,6-05-2022  7:230:00 AM,4506/7  ,PKP Intercity,06-05-22,Gliwice - Gdynia Główna,3523:353:00 PM,15,Gdańsk Oliwa
nn00844215,6-05-2022  7:230:00 AM,935406/7  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:33,0,Warszawa Śródmieście
us6000ib24,6-05-2022  7:230:00 AM,9355323/3  ,Koleje Mazowieckie,06-05-22,Celestynów - Warszawa Zachodnia,7:36,0,Warszawa Śródmieście
us6000i838,6-05-2022  7:230:00 AM,9359023/3  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Warszawa Wschodnia,7:38,18,Warszawa Śródmieście
ci40075143,6-05-2022  7:230:00 AM,935840/35  ,Koleje Mazowieckie,06-05-22,Mrozy - Warszawa Zachodnia,7:40,0,Warszawa Śródmieście
uu60508402,6-05-2022  7:230:00 AM,99806/7  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,7:423:00 AM,0,Warszawa Śródmieście
nc73764125,6-05-2022  7:230:00 AM,993350/35  ,SKM Warszawa,06-05-22,Warszawa Wschodnia - Pruszków,7:43,40,Warszawa Śródmieście
us6000i836,6-05-2022  7:230:00 AM,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:45,23,Warszawa Śródmieście
ci40075135,6-05-2022  7:230:00 AM,53236/7  ORŁOWICZ,PKP Intercity,06-05-22,Olsztyn Główny - Kraków Główny,7:47,35,Warszawa Śródmieście
ci37510605,6-05-2022  7:230:00 AM,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:49,0,Warszawa Śródmieście
ci40075127,6-05-2022  7:230:00 AM,9355023/3  ,Koleje Mazowieckie,06-05-22,Otwock - Warszawa Zachodnia,7:535:00 AM,23,Warszawa Śródmieście
us6000ib2b,6-05-2022  7:230:00 AM,9993523/3  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:55,0,Warszawa Śródmieście
nn00844178,6-05-2022  7:230:00 AM,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:56,0,Warszawa Śródmieście
hv73098717,6-05-2022  7:230:00 AM,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,7:58,41,Warszawa Śródmieście
tx2022pecs,6-05-2022  7:230:00 AM,99808/9  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,8:00,0,Warszawa Śródmieście
nc73764115,6-05-2022  7:230:00 AM,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:36,0,Wejherowo
av91067638,6-05-2022  7:230:00 AM,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:38,23,Wejherowo
uu60508397,6-05-2022  7:230:00 AM,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:46,0,Wejherowo
ak0229xht2p4,6-05-2022  7:230:00 AM,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,7:49,0,Wejherowo
ci40075095,6-05-2022  7:230:00 AM,957359,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:54,12,Wejherowo
ak0229xhrifi,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:353:00 AM,0,Wejherowo
hv73098687,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:46,0,Wejherowo
uw61860047,6-05-2022  7:230:00 AM,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,8:53,11,Wejherowo
ci37434844,6-05-2022  7:230:00 AM,94703/23  S5,Koleje Śląskie,06-05-22,Katowice - Zwardoń,7:335:00 AM,0,Katowice Piotrowice
ci40075087,6-05-2022  7:230:00 AM,404350  S4,Koleje Śląskie,06-05-22,Tychy Lodowisko - Katowice,7:35,0,Katowice Piotrowice
uw61860042,6-05-2022  7:230:00 AM,40463  S4,Koleje Śląskie,06-05-22,Katowice - Tychy Lodowisko,7:37,21,Katowice Piotrowice
ci40075079,6-05-2022  7:230:00 AM,947923/3  S5 SPRINTER,Koleje Śląskie,06-05-22,Zwardoń - Katowice,7:423:00 AM,0,Katowice Piotrowice
us6000i81y,6-05-2022  7:230:00 AM,34453  S335/S7,Koleje Śląskie,06-05-22,Nowy Bieruń - Racibórz,7:43,0,Katowice Piotrowice
nc73764110,6-05-2022  7:230:00 AM,40504  S435,Koleje Śląskie,06-05-22,Tychy Lodowisko - Częstochowa,7:523:00 AM,34,Katowice Piotrowice
uu60508392,6-05-2022  7:230:00 AM,403503  S435 SPRINTER,Koleje Śląskie,06-05-22,Częstochowa - Tychy Lodowisko,7:57,0,Katowice Piotrowice
nc73764105,6-05-2022  7:230:00 AM,94854/5  S5,Koleje Śląskie,06-05-22,Żywiec - Katowice,8:2335:00 AM,0,Katowice Piotrowice
nc73764100,6-05-2022  7:230:00 AM,44850  S735,Koleje Śląskie,06-05-22,Chałupki - Katowice,8:34,12,Katowice Piotrowice
ak0229xh9zd7,6-05-2022  7:230:00 AM,94794/5  S5 SPRINTER,Koleje Śląskie,06-05-22,Zwardoń - Katowice,8:40,0,Katowice Piotrowice
ci40075039,6-05-2022  7:230:00 AM,403505  S435 SPRINTER,Koleje Śląskie,06-05-22,Częstochowa - Tychy Lodowisko,9:06,0,Katowice Piotrowice
ok2022pdzv,6-05-2022  7:230:00 AM,94756/7  S5,Koleje Śląskie,06-05-22,Zwardoń - Katowice,9:233:00 AM,21,Katowice Piotrowice
nc73764090,6-05-2022  7:230:00 AM,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,9:357:00 AM,0,Wejherowo
nc73764080,6-05-2022  7:230:00 AM,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,350:46:00 AM,0,Wejherowo
nc73764075,6-05-2022  7:230:00 AM,3583505/4  RYBAK,PKP Intercity,06-05-22,Białystok - Szczecin Główny,35:2335:00 PM,36,Wejherowo
nc73764065,6-05-2022  7:230:00 AM,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,15:05,0,Wejherowo
nc73764060,6-05-2022  7:230:00 AM,447523  S7,Koleje Śląskie,06-05-22,Racibórz - Katowice,9:238:00 AM,0,Katowice Piotrowice
ak0229xh4kfg,6-05-2022  7:230:00 AM,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:235:00 AM,38,Reda
uw61860037,6-05-2022  7:230:00 AM,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:238:00 AM,0,Reda
hv73098642,6-05-2022  7:230:00 AM,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:34,0,Reda
uu60508387,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:34,38,Reda
nn00844214,6-05-2022  7:230:00 AM,90406,POLREGIO Sp. z o.o.,06-05-22,Hel - Gdynia Główna,7:40,0,Reda
av91067628,6-05-2022  7:230:00 AM,957359,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:423:00 AM,41,Reda
pr71362583,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:46,0,Reda
tx2022pdyj,6-05-2022  7:230:00 AM,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:523:00 AM,45,Reda
nc73764045,6-05-2022  7:230:00 AM,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,7:58,0,Reda
us6000i814,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:00,0,Reda
nc73764040,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:33,32,Reda
us6000i818,6-05-2022  7:230:00 AM,3535575/4  ,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Fabryczna - Skierniewice,7:335:00 AM,0,Skierniewice
nc73764030,6-05-2022  7:230:00 AM,99353535/0  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,0,Skierniewice
hv73098627,6-05-2022  7:230:00 AM,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:423:00 AM,21,Skierniewice
nn00844198,6-05-2022  7:230:00 AM,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:49,0,Skierniewice
ci40074999,6-05-2022  7:230:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:523:00 AM,0,Skierniewice
ci40074991,6-05-2022  7:230:00 AM,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,7:53,41,Skierniewice
ci40074983,6-05-2022  7:230:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:06,0,Skierniewice
ci40074975,6-05-2022  7:230:00 AM,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,8:07,21,Skierniewice
ak0229xghoar,6-05-2022  7:230:00 AM,35357023,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Widzew - Łowicz Główny,7:233:00 AM,0,Łowicz Główny
nn00844170,6-05-2022  7:230:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,7:435:00 AM,23,Łowicz Główny
nn00844213,6-05-2022  7:230:00 AM,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:43,0,Łowicz Główny
ak0229xgf3nh,6-05-2022  7:230:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,8:3535:00 AM,21,Łowicz Główny
hv73098607,6-05-2022  7:230:00 AM,3593506,Łódzka Kolej Aglomeracyjna,06-05-22,Sieradz - Łowicz Główny,8:38,0,Łowicz Główny
nc73764025,6-05-2022  7:230:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:239:00 AM,0,Łowicz Główny
nc73764020,6-05-2022  7:230:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:30,10,Łowicz Główny
ci40074951,6-05-2022  7:230:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,9:523:00 AM,0,Łowicz Główny
ci40074943,6-05-2022  7:230:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:34:00 AM,0,Łowicz Główny
nn00844168,6-05-2022  7:230:00 AM,8233506/7  KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,3535:00:00 AM,8,Łowicz Główny
nc73764015,6-05-2022  7:230:00 AM,7353503/23  ZIELONOGÓRZANIN,PKP Intercity,06-05-22,Zbąszynek - Warszawa Wschodnia,3535:46:00 AM,0,Łowicz Główny
ci40074935,6-05-2022  7:230:00 AM,35357023,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Widzew - Łowicz Główny,7:233:00 AM,24,Łowicz Główny
uw61860022,6-05-2022  7:230:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,7:435:00 AM,0,Łowicz Główny
tx2022pdvp,6-05-2022  7:230:00 AM,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:43,21,Łowicz Główny
ci40074927,6-05-2022  7:230:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,8:3535:00 AM,10,Łowicz Główny
nn00844166,6-05-2022  7:230:00 AM,3593506,Łódzka Kolej Aglomeracyjna,06-05-22,Sieradz - Łowicz Główny,8:38,0,Łowicz Główny
ci40074911,6-05-2022  7:230:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:239:00 AM,0,Łowicz Główny
ak0229xfj7hi,6-05-2022  7:230:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:30,11,Łowicz Główny
ak0229xfip7p,6-05-2022  7:230:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,9:523:00 AM,0,Łowicz Główny
hv73098542,6-05-2022  7:230:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:34:00 AM,0,Łowicz Główny
nn00844161,6-05-2022  7:230:00 AM,8233506/7  KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,3535:00:00 AM,10,Łowicz Główny
ak0229xfe83j,6-05-2022  7:230:00 AM,7353503/23  ZIELONOGÓRZANIN,PKP Intercity,06-05-22,Zbąszynek - Warszawa Wschodnia,3535:46:00 AM,0,Łowicz Główny
pr71362563,6-05-2022  7:230:00 AM,35835023/3  PODLASIAK,PKP Intercity,06-05-22,Suwałki - Świnoujście,35:353:00 PM,0,Łowicz Główny
tx2022pdtp,6-05-2022  7:230:00 AM,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,7:2335:00 AM,21,Żyrardów
ak0229xewnz6,6-05-2022  7:230:00 AM,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:2335:00 AM,0,Żyrardów
ak0229xewffh,6-05-2022  7:230:00 AM,93509/8  ŁODZIANIN,PKP Intercity,06-05-22,Łódź Fabryczna - Warszawa Wschodnia,7:335:00 AM,23,Żyrardów
uw61860007,6-05-2022  7:230:00 AM,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,0,Żyrardów
nc73764005,6-05-2022  7:230:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:40,0,Żyrardów
nc73764000,6-05-2022  7:230:00 AM,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,7:55,30,Żyrardów
hv73098517,6-05-2022  7:230:00 AM,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,8:06,0,Żyrardów
ci40074879,6-05-2022  7:230:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:354:00 AM,23,Żyrardów
nc73763995,6-05-2022  7:230:00 AM,3535577/6  ,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Fabryczna - Skierniewice,8:3523:00 AM,99,Skierniewice
us6000i808,6-05-2022  7:230:00 AM,6353503/23  DĄBROWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,8:2335:00 AM,0,Skierniewice
nc73763985,6-05-2022  7:230:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:34,0,Skierniewice
av91067623,6-05-2022  7:230:00 AM,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:40,31,Skierniewice
nc73763980,6-05-2022  7:230:00 AM,735233523/3  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Warszawa Główna,9:07,0,Skierniewice
ci40074871,6-05-2022  7:230:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:3523:00 AM,0,Skierniewice
ak0229xe8tmz,6-05-2022  7:230:00 AM,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,9:40,21,Skierniewice
nn00844197,6-05-2022  7:230:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:48,0,Skierniewice
hv73098477,6-05-2022  7:230:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,350:3523:00 AM,17,Skierniewice
nn00844159,6-05-2022  7:230:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:356:00 AM,12,Skierniewice
nc73763970,6-05-2022  7:230:00 AM,533500/35  MAŁOPOLSKA,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,350:236:00 AM,0,Skierniewice
nc73763975,6-05-2022  7:230:00 AM,6353504/5  NAŁKOWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,350:47:00 AM,0,Skierniewice
hv73098452,6-05-2022  7:230:00 AM,635237/6  ŁUŻYCE,PKP Intercity,06-05-22,Zgorzelec - Warszawa Wschodnia,350:54:00 AM,11,Skierniewice
ak0229xdprro,6-05-2022  7:230:00 AM,35835023/3  PODLASIAK,PKP Intercity,06-05-22,Suwałki - Świnoujście,35:353:00 PM,0,Łowicz Główny
uu60508377,6-05-2022  7:230:00 AM,8353506/7  MEWA,PKP Intercity,06-05-22,Świnoujście - Warszawa Wschodnia,35:33:00 PM,0,Łowicz Główny
pr71362553,6-05-2022  7:230:00 AM,83535023/3  PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,3:035:00 PM,21,Łowicz Główny
nc73763965,6-05-2022  7:230:00 AM,8353506/7  MEWA,PKP Intercity,06-05-22,Świnoujście - Warszawa Wschodnia,35:33:00 PM,0,Łowicz Główny
uw61859987,6-05-2022  7:230:00 AM,83535023/3  PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,3:035:00 PM,0,Łowicz Główny
ci40074863,6-05-2022  7:230:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:358:00 AM,34,Żyrardów
ci40074855,6-05-2022  7:230:00 AM,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:237:00 AM,0,Żyrardów
ci40074847,6-05-2022  7:230:00 AM,6353503/23  DĄBROWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,8:36,0,Żyrardów
us6000i803,6-05-2022  7:230:00 AM,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:00,12,Żyrardów
nc73763960,6-05-2022  7:230:00 AM,735233523/3  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Warszawa Główna,9:233:00 AM,0,Żyrardów
nc73763955,6-05-2022  7:230:00 AM,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,9:54,0,Żyrardów
ci40074839,6-05-2022  7:230:00 AM,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:59,21,Żyrardów
ci40074831,6-05-2022  7:230:00 AM,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:023:00 AM,0,Żyrardów
nc73763945,6-05-2022  7:230:00 AM,533500/35  MAŁOPOLSKA,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,350:353:00 AM,0,Żyrardów
ci40074823,6-05-2022  7:230:00 AM,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,350:239:00 AM,36,Żyrardów
pr71362558,6-05-2022  7:230:00 AM,6353504/5  NAŁKOWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,3535:023:00 AM,0,Żyrardów
uu60508372,6-05-2022  7:230:00 AM,56230/35  SŁOWACKI,PKP Intercity,06-05-22,Ełk - Wrocław Główny,3535:03:00 AM,0,Żyrardów
ci40074815,6-05-2022  7:230:00 AM,635237/6  ŁUŻYCE,PKP Intercity,06-05-22,Zgorzelec - Warszawa Wschodnia,3535:07:00 AM,38,Żyrardów
uw61859982,6-05-2022  7:230:00 AM,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,7:2335:00 AM,0,Żyrardów
nc73763940,6-05-2022  7:230:00 AM,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:2335:00 AM,0,Żyrardów
ci40074807,6-05-2022  7:230:00 AM,93509/8  ŁODZIANIN,PKP Intercity,06-05-22,Łódź Fabryczna - Warszawa Wschodnia,7:335:00 AM,38,Żyrardów
ak0229xcyxvq,6-05-2022  7:230:00 AM,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,0,Żyrardów
hv73098372,6-05-2022  7:230:00 AM,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:40,41,Żyrardów
ok2022pdla,6-05-2022  7:230:00 AM,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,7:55,0,Żyrardów
hv73098357,6-05-2022  7:230:00 AM,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,8:06,45,Żyrardów
ak0229xcj5e6,6-05-2022  7:230:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:354:00 AM,0,Żyrardów
ci40074799,6-05-2022  7:230:00 AM,95403,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:2335:00 AM,0,Gdynia Stocznia-Uniwersytet Morski
ci40074791,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:234:00 AM,32,Gdynia Stocznia-Uniwersytet Morski
nn00844157,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:323:00 AM,0,Gdynia Stocznia-Uniwersytet Morski
ak0229xcel6q,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:39,0,Gdynia Stocznia-Uniwersytet Morski
ci40074783,6-05-2022  7:230:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:49,21,Gdynia Stocznia-Uniwersytet Morski
nn00844212,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:53,0,Gdynia Stocznia-Uniwersytet Morski
ci40074775,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:05,0,Gdynia Stocznia-Uniwersytet Morski
ci40074767,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:3523:00 AM,41,Gdynia Stocznia-Uniwersytet Morski
av91067613,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:230:00 AM,0,Gdynia Stocznia-Uniwersytet Morski
ok2022pdji,6-05-2022  7:230:00 AM,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:358:00 AM,21,Żyrardów
ci40074759,6-05-2022  7:230:00 AM,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:237:00 AM,0,Żyrardów
